Customer Review,Emotion
belanja toko tipu kirim barang murah tidak ganti selisih harga,1
beli barang produk tidak kirim,1
produk tidak sesuai deskripsi jual salah kirim tidak solutif tulis instruksi terang,1
salah kirim produk admin balas proses retur tidak,1
kirim barang nya cacat tolong baik layan nya,1
layan buruk kirim barang buruk sampai kapok beli tidak,1
barang tidak sesuai pesan,1
kirim tidak sesuai pesan proses,1
kali pesan kecewa hasil print meleset desain seller kasih masuk salah beli tidak beli,1
produk tidak sesuai pesan laminasi kirim laminasi tulis buram prosesur mesan ribet,1
barang tidak kirim deli raja drama ecom atupun oranye beli ada promo complain kurang barang kirim tidak acc alas stok kosong dana kembali sesuai harga promo tidak niat bikin promo tolong tidak bikin nama deli jelek deli rugi bye tidak beli deli,1
seller kirim order minggu rabu pagi selasa tidak kirim kirim rabu kamis selesai butuh request cancel barang kirim seller tidak cancelin alas tidak cancel audit sistem,1
highly not recomended seller pesan kirim tidak itikad baik tanggung seller mohon teman hati ya,1
nya lakban tokopedia suruh komplain layan nya buruk admin chatting nya buruk layan customer,1
pesan pakai itu tidak sempurna kemungkinn pecah kirim paking tidak aman ada,1
barang pecah kotak tidak himbauan barang mudah pecah,1
packing pakai lembar plastik kresek kertas basah,1
kirim lambat pas barang sobek debu,1
kendara kinclong mantap,2
sesuai pesan,2
barang sesuai deksripsi kirim cepat rapi terima kasih,2
sedot kuat harga murah mudah bersih kabel listrik,2
barang terima baik coba mudah an sesuai harap,2
bagus alat bagus service nya cepat barang,2
pesan sesuai deskripsi kirim cepat,2
fungsi sesuai deskripsi,2
fungsi mesti mantap,2
paket aman terima kasih juragan,2
barang terima sesuai deskripsi terima kasih,2
barang oke sesuai pesan,2
lengkap iya juragan trins,2
kirim on time produk fungsi baik harap,2
terima barang juragan terima kasih,2
barang mantap sesuai deskripsi coba moga awet,2
terima kasih jual responsif barang terima aman moga awet,2
puas banget toko responnya full cepat banget layan standart,2
iya brang nya bagus,2
sesuai gambar oke terima kasih,2
lampu terang pancar cahaya lampu baik produk original langsung pasang tinggal lihat cahaya malam,2
barang cepat bolamnya awet terang toko baik kurir baik ragu beli toko,2
kualitas bagus packing safety bingitz sayang kirim saran pakai sih cepat bagus,2
lampu terang pancar cahaya lampu baik produk original,2
barang cepat smpk sesuai gambar barang bagus fungsi lampu terang,2
barang bagus order moga nyala semualampunya terang pancar cahaya lampu baik produk original,2
produk sesuai deskripsi variasi produk agam fungsi baik,2
barang cepat sesuai pesan packingnya rapi respon seller,2
sesuai deskripsi seller gerak cepat interaktif rekomended,2
produk original,2
produk sesuai deskripsi,2
produk sesuai deskripsi fungsi baik stiker terima kasih ya,2
harga murah kualitas barang keren habis tidak sesal beli,2
produk mantap produk sesuai deskripsi variasi produk agam,2
gantung kunci bagus,2
produk sesuai deskripsi variasi produk agam fungsi baik,2
barang cepat sesuai pesan packingnya rapi respon seller,2
mantap sesuai pesan antar cepatproduk sesuai deskripsi,2
produk sesuai deskripsi kualitas produk bagus karet tebal buat rapi halus terima kasih seller for flash sale,2
produk sesuai deskripsi variasi produk agam fungsi baik,2
barang kirim tidak sesuai barang terima,4
kali beli toped layan kecewa jasa kirim ganti pemberitahuan kirim telat payah,4
beli buka langsung sobek,4
nya request cancel ganti p byran nya pakai gopay ovo nya cash back dicancel toko proses ngecewakan,4
barang tidak sesuai kecewa,4
kurang muas kirim,4
kecewa deh beli helm pakai bubble wrap lecet visor helm lecet kirim tanggap jual tidak baik,4
kecewa,4
barang tidak sesuai kirim murah selisih harga barang tidak direfund barang lecet beli ekstra bubblewarp,4
alat tidak fungsi,4
mudah copot tidak lengket kaca mobil spion,4
barang tidak sesuai ukur,4
barang nya tidak sesuai anti fog embun kaca jendela mobill jendela mobil nya,4
tidak sesuai ekpetasi,4
kecewa kali susah cari jual jujur,4
packing hancur lebur rumah,4
guna fungsi tidak bagus,4
kecewa belanja toko hati hati belanja toko,4
kecewa bikin body mobil kusam pakai mobil tidak kinclong,4
kecewa belanja toko respon jual cuek tanggap barang tumpah basah minggu tidak kirim nya kirim nya,4
barang tidak sesuai pc liter kecewa,4
barang bungkus plastik segel kantong kopi nya buka tidak aroma kopi kecewa,4
admin tidak niat kerja komplain tidak selesai bintang ya kasih bintang kasihan bos karyawan tidak empati komplain tidak baru kembang komplain,4
tidak fungsi kecewa banget,4
kali beli toped layan kecewa jasa kirim ganti pemberitahuan kirim telat payah,4
kecewa,4
barang nya salah krim kampas rem kasih oli gear aduh kecewa,4
kecewa bawa tidak sesuai pesan pesan botol,4
oli nya palsu murah kecewa,4
packing nya bocor oli mana kecewa,4
produk tidak spray kocok kali kali tidak pakai tidak recomended kecewa,4
hazecool ac cleaner bersih ac split ac mobil,4
barang jelek rusak filter ac ganti,4
maaf barang kurang bagus filter pakai x lepas kecewa,4
tidak nyaman pakai,4
kecewa kualitas,4
gambar tempel tidak rapi ngelupas,4
kecewa isi tumpah kirim,4
kecewa barang rejectan jual layan buruk kayak tidak butuh uang respon buruk parah barang tidak konfirmasi tidak kirim beli kirim,4
tidak sesuai pesan kirim pengganyian produl konfirmasi,4
pesan lapis kasih selap untung visornya aman apes,0
ampas,0
barang tidak operasi hubung customer service response,0
hisapan lemah suara bising,0
kena tipu judul machine mesin otot tangan retur tidak ya tidak guna kayak retur chat ubah bintang nya,0
pakai nya lepas ampas,0
pesan bocor video kirim kacau beli rugi barang sisa,0
besok tolong perhati warna catat beli pesan warna hitam list silver kirim warna silver list hitam kecewa berat,0
barang tidak sesuai pesan gold kirim warna putih merek,0
sial tidak wangi wangi nya tidak biji kopi tidak sesuai judul biji kopi kecewa murah kasih sampah tipu,0
sampah banget mohon beli produk sampah,0
barang rusak kirim,0
kondisi barang rusak packingnya asal,0
jelekkkkk putuss tali,0
barang cacat tidak suka,0
butut konyol kuning kasih hijau stabilo barang jelek,0
warna kuning gold gold nya payah seller,0
payah pesan beda warna warna terang,0
bohong tidak manjur,0
global positioning system adas tidak fungsi jual tele juta kamera mahal,0
isi kayak air putih ning pakai semir ban complain tidak,0
rim kurir jual lot krim ekspedisi nya barang kurang pcs,0
banget,0
jual tidak amanah masker warna abu hitam kirim abu,0
pesan tidak lengkap chat tidak balas toko bagus karyawannya rusak jelek citra amal deh,0
orlee kirim payah,0
beli layan buruk respon kirim,0
chat tulis deskripsi konfirmasi ulang kirim warna putih order full black kirim tidak amanah,0
warna tidak sesuai kirim malas kembali barang seller asal kirim,0
deskripsi gambar warna hitam barang warna biru tidak sesuai dichat komplain terima kasih tidak niat jual bos nama orang jual utama puas langgan komplain pura pura beloon tidak,0
jelek tidak pakai masker bulu foto,0
minggu pesan gagal pickup jual tidak reaksi komplain toped langsung kirim pesan tanggal mei tanggal juni tidak salah jual kurir isi kurang botol kecewa order sekian kali kali ampun ganti seller jual tidak respon jual,0
tidak teliti baca requestku nya lemon kirim summer linen,0
pes dikirm,0
kecewa,0
kapoooookkk,0
sesal belanja coy,0
parah pesan warna hitam biru kirim kuning buta warna seller nya proses nya,0
disuru pilih aroma kirim tidak sesuai coba dagang online sesuai beli beli raja beli pakai uang tidak,0
produk tidak kirim,0
mantap,3
kendara kinclong mantap kendara kinclong mantap senang home servicenya senang pasangin bengkel,3
kirim cepat bahan kualitas bagus,3
kendara kinclong mantap kendara kinclong mantap senang pasangin bengkel senang home servicenya,3
produk original ban hitam mantap bahanya kuat ban,3
barang bagus kualitas bagus harga jangkau recommended,3
produk original bikin helm keren rapi,3
mantaaaaaap mantuuuuul terbaiikkkkk guuud,3
barang bagus kualitas admin ramah jujur top pokok,3
barang sesuai deskripsi sedot nya kuat cocok debu laptop mobil woke cincai sip,3
bagus banget modelny wrnnya bagus sedot kuat,3
mudah bersih sedot kuat kabel listrik harga murah produk kualitas tks baseus,3
packing aman fungsi baik guna pas setir,3
mantaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaap barang original o,3
top markootooop,3
senang home servicenya,3
sempurnaaaaaaaaaaaaaaaaaaaaaaaaaaa,3
mmaaaanncccllaaappp,3
sesuai dekripsi harga jangkau produk oke top,3
oke sippppppppp mantapppppppppp,3
lampu terang pancar cahaya lampu baik seller cepat responnya kirim cepat aman,3
kualitas bahan baik produk original fungsi baik,3
produk original kualitas bahan baik fungsi baik,3
jahan mantap jahit rapikualitas bahan baik fungsi baik,3
mantap om,3
kualitas bahan baik,3
mantaaappp,3
top,3
mantap,3
pokok top bintang bicara,3
mantap puas pakai bangeeeey,3
kualitas produk baik produk original harga produk baik cepat kirim baik respon jual baik,3
terima baik mantafffffffffffff,3
keren banget,3
mevvah bro terima kasih fast respon fast delivery recommended,3
ban hitam mantap produk original bahanya kuat ban,3
good ban hitam mantap,3
mantap sesuai pesan coba moga bagus,3
kain microfiber fungsi coba biar toko joss,3
ban hitam mantap,3
pesan,1
cepat rusak gampang sobek kotor tidak recommend,1
barang tidak tipu,1
barang tidak kirim tidak ada flash sale tidak stok,1
kualitas layan dagang emper rendah beli toko tidak kecewa non orisinal agen distributor resmi layan info ya barang tidak terima bayar kualitas harga layan nila ya,1
shieldnya retak jual tidak tanggung coba bicara baik inbox tidak rekomendasi toko,1
beli seller nya slow response produk beli helm tidak cek qc kirim helm lecet beli goggle osbe kaca baret halus masuk pusat resolusi tidak kooperatif cek cctv tidak cek cek barang retur tidak direspon mending baik batal mana solusi retur refund tidak itikad baik seller lapor rekan rekan terpa sistem pas koar rekan hubungin seller rekan toped empati buruk kelas selebriti instagram cepat ditanganin gilir guna alas sistem jam transaksi batal batal seller,1
jujur sesal sih beli bubble wrap kasih iprit beli pcs pikir packaging hem balur bubble wrap eh tutup belah kiri belah kanan dus hem kecewa sih pesan tidak niat terima kasih,1
bagus hasil tidak bagus embun tidak recomended,1
barang tidak kirim belanja teliti barang tidak kirim hitam total belanja ajar tidak teliti lapak tidak solusi rugi k an tidak,1
tidak sesuai gambar benyek kemas plastik polos tidak print mnya sesuai gambar,1
lampu nya kecewa tidak nyala,1
pakai eh lampu mati sedih,1
ekspedisi kirim pas aju komplain kirim aduh,1
warna sesuai pesan pesan silver hitam kasih silver,1
tidak nyala,1
sesal beli tidak terang,1
lampu tidak nyala,1
lampu mati tidak nyala revan,1
lampu mati sial,1
lampu hidup,1
warna tidak sesuai,1
tidak sesuai cahaya putih cahaya hijau,1
mes bos kosong tidak isi,1
sen putih kuning admin pasti antar putih tipu kuning min mending jujur bilang stok kosong barang ganti beda jenis,1
aplikasi ban hitam kotor,1
baranh tidak kirim tipu,1
tidak kilap cepat hilang,1
kecewa belanja toko respon jual cuek tanggap barang tumpah basah minggu tidak kirim nya kirim nya,1
kaca buram cair bau porstex hati hati beli,1
barang tipis tidak sesuai bilang tebal kapok belanja,1
pakai habis sedia kualitas buruk cair beda tidak cair suka produk disayankan kualitas turun campur cair,1
beli tidak efek efek pas basah hitam kering ajeee sarung tangan bekas,1
buruk parah kirim masak kasih sarung tangan latex bekas,1
mohon maaf kasih rating gin barang kirim tidak sesuai tidak follow up ganti barang moga tindak lanjut terima kasih,1
pesan tidak sesuai adminnya kurang jeli jenis parfum pes,1
wangi nya tidak enak kayak barang kadaluarsa pakai mobil tidak nympe masuk mobil komplain aduh beli biji,1
barang tidak sesuai deskripsi,1
pesan tidak kirim tolong direspon,1
paket kirim kurang hati beli murah seller tidak respon tidak komplain mending beli seller,1
produk oke sesuai foto terang,2
barang bagus kirim cepat,2
terima kasih kak paket cepat kondisi bagus semogq sukses ya kak,2
barang sesuai pesan paking standar bagus kirim cepat tks juragan,2
produk sesuai deskripsi kirim cepat,2
respon cepat kirim cepat produk bagus terima kasih,2
barang sesuai packing aman kirim emas cepat coba moga cocok,2
barang oke sesuai pesan kirim oke,2
kirim cepat packing aman suka produk terima kasih,2
kualitas bagus kirim cepat hargnya murah,2
barang sesuai minta datang sesuai estimasi,2
barang bagus layan bagus,2
kak okey barang warna bagus kualitas bagus tidak bau anti slip nya terima kasih ya,2
bagus sesuai deskripsi,2
respon kirim cepat prduk oke harga relatif murah terima kasih ya,2
cepat banget packing mat aman tidak bocor bubble wrap tebellll coba moga manfaat baik,2
kirim cepat super duper rapi terima kasih,2
packing baik buble warp tebal emas cepat kirim kurir standar produk segel exp terima kasih,2
terima kasih produk terima baik kirim cepat packaging baik,2
produk oke manfaat mrnjaga rawat bersih anabul langgan beli terima kasih seller,2
respon seller kirim cepat paket aman produk coba efektif tidak botol aman tidak bocor sprayernya bagus terima kasih a lot seller,2
barang cepat baik,2
puas belanja tiga kali beli kirim cepat respon cepat,2
kirim cepat barang aman tidak bocor seller fast respons,2
desinfektan bagus ulas video respon jual baik cepat kirim cepat terima kasih seller,2
mantap wangi beli kali aman hewan,2
barang ikan sehat selamat terima kasih,2
darat selamat ikan bagus,2
kondisi ikan cupang sehat bungkus rapi apik,2
recommended barang sesuai seller gerak cepat emas mantap,2
proses cepat kirim cepat packaging aman barang jamin tidak bocor,2
harga murah deh packing aman lapis bubble wrap tebal dus tebal,2
kirim cepat packing aman pokok mantap,2
mantap packing muas tks,2
barang kualitas harga miring warna bagus tidak barang murah puassss,2
seller komunikatif produk bahan bagus warna keren kirim instalasi mudah packaging aman box kasih buble wrap terima kasih bonus,2
packing aman kardus bubble barang selamat kasih bonus makan makasiihhhhhh,2
barang oke packaging aman mantap,2
beli keranjang kargo kucing tidak tidak puas beli harga baik seller fast response packing nya juara aman pakai kardus badabest bonus,2
produk bagus sesuai harap,2
kualitas underpad buruk tidak sesuai harga,4
paking tidak rapi jebol,4
sobek makan kucing nya alot,4
semprot tidak fungsi kecewa,4
tidak mempan,4
tidak pengaruh,4
warna tidak sesuai gambar daya serap nya buruk cendrung tidak serap air parah kecewa kualitas buruk tidak pas order wood pellet,4
tidak sesuai harap cenderung kasar nya,4
layan kecewa gojek instan besok kirim chat balas banget no rekomen buru,4
keras ukur nya gede nya,4
kirim lamaaa tidak pemberitahuan chat tidak respon,4
pas pesan lupa cantum warna langsung chat jual nya request warna kirim chat baca tidak respon kirim ikan nya warna putih polos kecewa belanja mahal kirim jarang orang kecewa,4
ikan mati kecewa ah,4
tidak sesuai pesan pesan warna merah putih kirim warna,4
cupang tidak sesuai gambar,4
barang tidak sesuai iklan pesan catat jual pesan nomor ikan cupang sekian catat,4
kura kura tidak mulus,4
kecewa respon toko kirim sameday order jam kirim besok chat pagi malam kapok,4
kecewa kirim masalah ekspedisi kirim si c at jual tidak fast response,4
kecewa bagt barang kirim tidak sesuai kurang langgan kecewain komplin tidak respon ya,4
kecewa makan kirim kurang,4
kecewa gue belanja tidak amanah seller nya gue pesan kirim tidak sih harga nya tidak jujur jual nya moga berkah dagang hasil tidak jujur,4
respone lambat packing kirim kecewa kota menit saller fix transaksi menit tunggu jam toko payah chat customer responenya lambat kapok tidak belanja,4
pakai rutin kutu anjing spot spray kutu sesal produk,4
maaf kasih bintang nilai gantung efektifitas produk beli tidak efek habis pakai,4
tidak fungsi produk nya kutu tidak mati kecewa tidak sesuai speak nya,4
obatnyatdk mempan basmi kutu nya x pakai malahmakin,4
tambah gatal kasihan lihat kucing,4
barang tidak packing pakai kantong plastik kaleng nya rusak kirim kecewa tidak belanja toko parah service nya,4
barang tidak sesuai pesan tidak barang nya dgabti kecewa,4
kaleng penyok,4
kecewa,4
kecewa beli packingan nya rusak bolong bolong makan tikus tidak pecah jalan retur tidak tidak layak,4
kecewa beli pcs kemas bolong gigit tikus,4
bentuk ikan eee diksh bentuk donat kucing tidak bentuk donat kecewa,4
bentuk donat ikan alhasil kucing tidak suka mubazir deh tidak pakai,4
pesan donat sms kirim ikan kecewa kucing tidak suka bilang tidak pakai kantong polos kecewaaaaaa,4
kecewa barang kostumer bocor alas rusak ekpedisinya wkwk,4
beli pack kg kirim pack kg kecewa,4
kali belanja tolong billy kecewa kirim wilayah jakarta tidak kota tolong pilih kurir cepat,4
seller slow respon kirim kali kasih bintang barang respon jual,0
orang nnya responnya jutek banget kali tidak ajak debat sombong banget jual,0
sama packing kura ikan,0
chat tidak baca online salah kirim tidak tanggung kakak doa bangkrut tidak toko kali kayak tidak berkah rejekinya,0
kecewa real alami sila baca chat seller beli barang kirim tidak sesuai pesan retur cerdik seller tidak kirim pesan pesan hariii lo guys uang tidak barang tidak haha sila seller sanggup bawa akhirat moga tidak tipu,0
tidak pengaruh kutu hidup tes langsung tipu nih moga karma,0
barang bilang ready tidak tahu tidak kirim main refund,0
juragan barang expirenya masak bulan tidak kuat bulu,0
beli wiskas junior bau bangkai kucing tidak suka,0
barang pesan kg kirim kg berengsek,0
proses beli kirim lamaaaaaaaaaaa admin tidak sopan slow respon hancur parah nih toko,0
pesan tanggal tanggal barang nongol gila parah toko pesan obat tanggal tanggal wkwk bangeeeettt super slow respon duuhhhh kucing jalan sakit model drop gara manusia model lot kerja,0
seller sombong shok kirim lambatttt pakai day bangun siang kali,0
udang red bee pes tidak komplain terus tokped dana nya jual,0
sengaja selesai pesan tulis ulas sesuai alam belanja dintoko tamyakan via chat foto asli ikan ikan sesuai gambar etalase burayak fakta non sense kirim burayak,0
size,0
kirim barang tidak sesuai pesan ngeselinnn,0
jelek,0
bangkai rumah mati beli,0
jual tidak respon banget parah,0
jelek kirim tidak lengkap,0
tidak sesuai gambar kira kayu kardus,0
rusak pcs tidak pakai packing,0
tidak pengaruh kutu hidup tes langsung tipu nih moga karma,0
kirim barang tidak sesuai pesan ngeselinnn,0
jelek,0
beli obat diikrim dus kosong maksdya nih tipu konsumen masdya,0
tidak sesuai pesan barang kirim kurang jual paking tidak teliti,0
pesan jenis ikan kirim bulat hadeuuuh,0
minta bolt kasih oricat sih,0
chat kirim instan jawab sanggup bayar tidak kirim overload nyanggupin kacau nih bikin kapok,0
bolong layan tidak ramah salah tidak maaf pesan kirim besok alas ngbodohin customer beli kali kali beli ngaret salah ya maaf bohong paket kirim beranta masuk sombong mentang beli customer,0
packaging kurang rapi kemas produk bolt sobek unboxing isi makan beranta,0
dua gaib,0
pesan meo tuna in jelly kucing suka kirim tuna baca tidak ya apa doang buang pesan sesuai doang barang kosong bilang main ganti sembarang,0
pesan bungkus makan kucing merek bolt ukur kilogram kirim aneh label kirim tulis kg pieces lihat foto nama terima alamat surat pemberitahuan tahun foto ukur bungkus tidak isi pcs kilo komplain tidak respon dana kembali sesuai barang tidak kirim sila nilai,0
tidak jujur orang dagang,0
isi nya gram kg kesal,0
innalillahi juragan jual jujur agan jual kg gede gue hafal banget kantong gede kg beli gede ya tagih akhirat ya juragan makan kucing paki bohong jual nya nauzubillah gue belanja toko tidak berkah lo juragan rizki nya tipu kayak biar terkam kucing lo akhirat nya,0
isi gede skripsi kg lanjur beli bungkus tolong suka tipu halus model tidak berkah parah nih jual duit haram keluarga,0
terima kasih saran nya anabul ku bantu produk repurchase nih,3
the best banget deh anabul tidak train langsung,3
mantapppp fast delivery langgan,3
beli nih,3
layan cepat packing rapi pokok toko the best deh,3
joooosssss gandooosss kirim rapi cepat,3
obat cocok doggy jamur beli kali,3
mantap proses kirim cepat pokok puas,3
produk sesuai deskripsi recommended,3
barang bagus sesuai deskripsi kirim cepat recommended seller,3
barang bagus response nya cepat komunikatif bantu terima kasih ya kak moga sukses ya,3
beli habis beli terima kasih kakak,3
x pesan alhamdulillah barang sesuai pesan terima kasih recommended seller,3
kali pesan wood pallet respon seller gerak cepat langsung rumah awesome next pesan terima kasih kak recommended seller,3
sok far kualitas bentuk pellet bagus toko beli packing oke kirim cepat recommended pokok,3
beli moga sehat kucing,3
reoderrrrr,3
alas kandang nya oke banget tebal bahan bagus emas kirim cepat,3
obat manjur anjing ku pulih sakit kulit terima kasih juragan recommended seller,3
beli puas barang produk all in one suka produk recommended anabul,3
terbaikkkkkkkkkkk,3
nd purchase amaze packing tebellllll rapihhhh banget bubble wrap nya,3
woooowww keren langsung pakai anabul bulu langsung bersih bagus packingnya bagus aman terima kasih,3
mantap ikan cupang sehat lincah langsung sesuai air aquarium ekor sirip half banget,3
ikan bagus sehat mantaaaaap,3
packing oke ikan mantebbb langgan nih,3
bagus banget ikannyaa,3
produk top markotop banget deh promo ikan sehat cantik cantik delivery cepat seller recommended,3
wih mantap jual pesan siang jelang sore langsung sat set sat set malemnya terima kasih seller,3
kirim express burung lincah top markotop,3
barang bagus banget kokoh sisir tidak tajam tombol klik praktis,3
barang bagus build qualitynya kokoh kucing suka ngebersihin bulu gampang,3
barang bagus mewah coba bulu ngegumpal tarik bagus pokok,3
bagus sisir mudah an awet,3
bagus kualitas mantap,3
baguuuus sisir halus coba pakai anak bulu,3
mantap sih build quality nya bagus satisfying pas ambil bulu kucing sisir nya,3
bagus kualitas sisir tombol mudah pencet bulu gampang lepas kucing suka sisir merem melek,3
barang bagus sesuai harga gagang kokoh kayak bagus,3
suka banget pakai tidak beli,3
barang sih bilang ukur x sunat bahan foto underpad merek tebal harga ribu an kesal lihat jual kasih spesifikasi ukur kapok deh tidak beli merek terima kasih,1
pesan kirim bayar ongkos kirim kg rugi rugi kapok beli,1
tidak recomended produk sih oke surat pemberitahuan tahun packing amplop kondangan putih bungkus plastik ya jebol obat stok najong chat tidak balas kapok gue belanja,1
barang pes barang tidak sesuai,1
pesan kg bentuk ikan kirim donat kucing mencret,1
barang pecah bekas tambal,1
disinfectant nyala api nyala tidak ragu,1
beli jerigen kemas liter jerigen kurang isi,1
barang tidak complain rugi belanja,1
barang pesan tidak sesuai pesan komunikasi via chat tukar tolong direspon tokopedia care tidak balesan kali alami kayak belanja toped,1
mending cari jual beli pet cargo seler seller berat markup kg asli nya berat kg ekspedisi alas dimensi padhal barang nya wajar bentuk install ringan beli seller tidak dimensi kg,1
bangkai rumah mati beli,1
kecewa harga mahal keong nya tolong tipu gambar,1
payah kirim terima mati sengaja pilih official harga mahal pilih toko hasil,1
respon lambat kirim lambat toop kapok banget,1
burung sakit kaki nya tidak normal bang kasih,1
tenyata tidak bagus kucing jantan salur urine nya hati,1
tidak sesuai pesan barang kirim kurang jual paking tidak teliti,1
tidak pengaruh kutu hidup tes langsung tipu nih moga karma,1
pakai rutin kutu anjing spot spray kutu sesal produk,1
tidak sesuai pesan adult kirim kitten kaleng penyok retur mahal ongkirnya,1
pakai sameday dtgnya besok smtra bayar jam respon rugi tidak uh pilih sameday maksud biar cepat tidak rekomen banget,1
murah tidak fresh,1
kotor cang tidak terima retur hati,1
bangkai mati semuanyaaa,1
kurang cocok kucing pakai masuk minggu kembang,1
kali belanja timbang rumah wkwk timbang bagus setel ubah,1
artemia mati,1
beli beda pelet maxi nya beda ya warna gelap aroma beda,1
paking tidak rapi jebol,1
sobek makan kucing nya alot,1
pesan barang terima baik pesan kemas robek bolong,1
pesan pcs bolt salmon kirim bolt salmon nya tuna harga beda rupiah sih beda rupiah wajib barang sesuai beli konsumen biar konsumen tidak rugi janji kirim salmon pesan kali kirim tuna barang kosong konfirmasi kirim oke terima kasih deh kakak moga konsumen tidak alami,1
pakai sameday dtgnya besok smtra bayar jam respon rugi tidak uh pilih sameday maksud biar cepat tidak rekomen banget,1
kucing muntah muntah,1
order tanggal februari terima tanggal mar terang estimasi terima tanggal maret jakarta beli kapok not recommended seller,1
tidak dikrm eksp toko tidak tanggung,1
beli nge packnya tidak kencang sobek cecer jalan beli rusak sobek isi tumpah mana pack k tinggal driver bawa tidak hati bawa nge packnya kuat tidak jadi beli tidak,1
maaf ya juragan paket buka bungkus buka silet cutter sobek rapi ujung ujung bungkus posisi balik buka beranta isi pesan kg bungkus rusak kg bungkus pesan kali jadi jadi parah maaf tidak toleransi lewat kasih bintang selesai transaksi mohon maaf kasih bintang baik,1
barang terima cacat nyobek kali packingnya kresek doang lapis,1
barang oke harga jangkau packingnya rapi banget jempol jual,2
harga oke kirim cepat packing aman,2
barang sesuai deskripsi cepat,2
barang bagus packing rapi sesuai,2
kirim cepat packing aman respon jual baik harga oke promo terima kasih,2
barang terima baik,2
kemas oke aman banget isi produk nyaman pakai,2
sesuai pesan,2
sesuai pesann barang cepat sesuai pilih kirim,2
transaksi cod gampang kirim cepat packingnya rapi moga produk cocok nih,2
barang bungkus aman hrga promo terima kasih seller,2
mantap murah kualitas,2
terima baik tidak bocor kirim cepat,2
produk asli murah kirim cepat abang kurir nya baik banget jaga paket masuk tas biar tidak basah kena hujan diantr malam maaf duh murah rejekinya ya,2
packing rapi aman kirim cepat produk sesuai pesan terima kasih bonus,2
terima kasih paket terima sukses ya,2
respon cepat packing aman bonus nya mesan x nya terima kasih agan sukses,2
terima lengkap bonus terima kasih seller,2
paket cepat packing aman bonus hair masker wangi enak terima kasih loreal,2
repurchase puas barang respon seller nya bonus terima kasih,2
bukti tumbuh rambut beli kali,2
foto beli serum pakai dingin tidak panas,2
paket super cepat barang orisinal official shop lo hasil pesan,2
barang sesuai deskripsi moga hasil byee bye rambut rontok respon bagus reseller good,2
terima kasih paket terima baik terima kasih voucer,2
packing bagus puass,2
respond cepat packing aman barang sesuai deskripsi recommended,2
barang terima baik tidak bocor tumpah diwrapping bubble aman,2
bagus rambut lembut,2
jual cepat tanggap barang cepat sampai terima kasih,2
barang sesuai gambar original jual responsif barang cepat,2
bagus sesuai ekspektasi,2
respond cepat packaging rapi moga efek cepat manfaat rambut,2
mantap barang,2
x order produk recommended seller,2
respon kirim cepat produk orisinal expired moga hasil atas rambut rontok tipis awet pakai,2
barang original mantap,2
produk asli original suplemen bagus efek samping moga proses tambah pigmen rambut tks,2
hasil pakai bulan rambut halus tebal hitam rontok kurang uban hasil order botol,2
mantabsss barang orisinal rambut subur warna hitam nya,2
layan lambat beli tanggal tanggal trace gagal pickup maintenance tidak bilang langgan kecewa,4
barang kardus rusak mas bawa pas terima kardus nya kecewa barang terima nya paas buka sanitizernya basah tumpah segar buka,4
kirim botol tidak sesuai photo produk,4
kirim nya minggu kecewa,4
keluar baru butir warna biru gel hand sanitizer nya kecewa manfaat keluar baru tarik butir warna biru foto produk butir biru kecewa mesan takut barang sedih,4
verifikasi nya tidak pc bts co jam pas,4
kirim kemas tidak bagus,4
sayang layan buruk barang minggu status tunggu kurir pick up bungkus tidak layak balut wanita bungkus plastik transparan box kecewa,4
kali kali bilang packing seller tim tokopedia event bts photocard jujur kecewa sih pas paket chat mas mas kurir bilang ambil rusak kondisi kardus potong kardus satu rekat tidak pc jimin bayar jam verifikasi jam sedih kecewa jujur,4
kecewa kelas p tidak packingnya lapis plastik bening balut wanita sifat privasi kirim,4
kirim pesan tanggal tanggal kirim aju komplain toped habis barang kirim kecewa sih pesan official storenya service surat pemberitahuan tahun,4
produk hasil kecewa,4
zooonk produk tidak paket order kecewa toko,4
isi tidak penuh tidak wangi nya segel pakai solatip ada,4
tidak tutup beli harga murah tidak bawa mana barang rusak,4
kecewa beli pcs kasih exp,4
kecewa,4
sesal mati beli nih produk beli gara lihat ulas positif sumpah krim bau tidak enak gambar bau padu muntah bayi minyak nyong om iya parah kasih ulas hidung mati ya kirim sih cepat bagus but maaf the produk is a nightmare pricey gue beli wak doyok wangi enak murah this cream is really not recommended,4
tidak puas layan barang kirim pesan,4
salah informasi jual tukar gel cair tukar order tidak gantung toko cabang putus jual beli,4
kecewa produk partikel hitam dalam bersih tangan bersih kotor tidak beli,4
ang kota tangerang kirim tidak lengkap barang nya rusak kecewa barang video unboxing,4
kecewa kualitas botol x semprot langsung copot paksa pindah isi botol ecer sayang wangi enak,4
maaf kecewa guna farhampton beli tester ribu isi tester farhampton jatuh cinta langsung beli ml pas tahan projectionnya kalah tester wangi tenyata jatuh cinta tester wangi oke,4
sedih banget waxingnya rusak tidak pakai pakai x tutup penyok tidak kedap udara pinggir tutup basah disimpen suhu ruang tutup rapat pas pakai tahu semut pas coba pakai spatula tekstur madu cair tidak lengket cair buang atas tekstur madu buang sedih banget sayang banget,4
kecewa sih packing nya tidak bagus tidak kasih bubble wrap tulis note mesan,4
