Customer Review,Emotion
kecewa beli tidak wangiwanginya bau alcohol,4
pembelian kecewa pas beli kali suka parfumnya order wanginya tidak konsisten beda kemasan luntur tulisannya pas dipegang cat botol parfumnya luntur tangan,4
official,0
pakai rutin tidak hasil payah,0
edny kurang sebulan dijual ribu,0
parah sih responnya komplain barang kurang disuruh via disuruh marketplace ampun sejelek pelayanan sekelas official unilever,0
dimarahi emak barangnya kurang,0
buruk bilang exp nya sekelas unilever suruh refund barangnya ongkos kirim nya ganti ganti kebuang menunggu paket packingnya anter nya tidak pekerjaan ya semoga unilever sadar kesalahan nya kelalaiannya tolong menyusahkan pembeli beli gratis,0
pengiriman,0
barang tidak broken proses lamaaa tanggal april beli broken tanggal apr tanggal april produk uang buruk pelayanannya,0
pelayanannya,0
ekspedisi antaraja payah,0
packaging buruk juragan penyok isolasi terbuka habis dibongkar,0
lamaaaaaa banget kirimnya,0
packing berantakan bocir tumpah,0
bocor,0
barang tidak terima menyasar dimana kurirnya,0
barang sampainya,0
salah alamat kirim chat dicancel pesanan salah memasukkan alamat menit langsung pesan ulang alamat dibaca chatnya langsung diproses nya dasar tidak becus ifillll tidak pesan toko,0
pakai rutin tidak hasil payah,0
hadiah minum lipatnya qoq tidak tulisan persediaan hadiahnya tidak ditampilkan namanya pembohongan harganya tidak sesuai hadiahnya tidak,0
pesan tanggal barang tanggal jakarta dichat dikirim tanggal pas tracking tanggal tulisannya reschedule pickup parcel ready dipick up adidas official pelayanannya aduh,0
lucu proses toko cabang ujung nya kirim ganti alamat penerima repot toko cancel pembelian bikin ribet,0
produk dibatalkan alasan tidak sesuai toko cabang buka jam order lakukan jam dibatalan menit pembayaran toko bilang barang diproses barang diambil kurir toko cabang jam toko tidak dipercaya kelakuan memuakkan,0
penjual barang tidak diterima diajukan pengembalian dana notifikasi selesai dana diteruskan penjual woi balikan dana,0
penyelesaian permasalahan berbelit zaman online ya,0
pas ky bau tape basi tidak ky pesan kynya rusak,0
wax bau gula merah versi encer manis bikin lengket badan dna tidak kering tidak bfungsi sesuai deskripsi komplain diamkan bunag duit,0
tidak ngaruhnya kecabut tidak,0
orang beli terkecoh harga murah kali ya produk tidak tidak berfungsi waxing harga murah produk murahan,0
kualitas barang dibanding harga nya sok sok pelayanan minus sbgmn layaknya kesombongan raja pengiriman barang seenak jidat tidak produsen consumer goods tata surya no wonder nilai valuasi perusahaan turun semoga jeblok gulung tikar kmdn pulang kampung semoga,0
beli pepsodent paket pcs dikirim complain video unboxing isinya kurang buka paketnya he isi paketnya kurang video,0
ah tidak berpengaruh bikin iritasi gatal gatal merah,0
belanja seller tidak ramah kali blanja not recomment,0
wangi nya kayak parfum refill mirahan,0
beli buah dikirim enaknya berbicara pengembalian dana be careful tokonya sengaja,0
baunya tidak enak rancang suruh belajar coba parfum enak,0
kak pesanan batalkan uang tidak kembalikan,0
pengiriman dicancel memaksa mengirim,0
harga ribu kurang barang pcs alasan tidak ganti toko kurang ajar,0
toko kurang ajar kasih barang kurang alasan,0
penjual angkuh namanya pembeli raja layani mestinya kepuasan pembeli prioritas utama angkuh sombong makan duet haram belanja olshop cih,0
wanginya tidak menyengat tidak lengket ditangan pengiriman cepat aman packing tebal pakai dus buble wrap langganan beli produk recommended seller,3
packingnya rapi wrapnya tebal produk original dikasih bonus air diffuser terima kasih,3
botol refill beli biar botol sticker dermatologically tested nya,3
mantap cium aromanya perubahan,3
safely landed on the next day expired pembalut terima kasih sok much,3
suka soap repeat order beli,3
kali restock soap handsanitizer trpercaya soap deh,3
hand sanitizernya oke wanginya enak bikin tangan halus habis dipakai semoga pas kulitku sensitif tidak bikin sakit,3
recommended seller barang packing rapi barang sesuai deskripsi terima kasih ya,3
cepatt nya tidak ahlakkk fast respon barang besttt semoga cocok,3
pengiriman cepat banget bonus pouch packing rapi memuaskan lanjutkan kak pelayanan baiknya tingkatkan terima kasih,3
packingnya rapihh banget aman perjalanan jabodetabek,3
produk cepaat amaan terima kasih,3
purchase kali cocok kulit tangan sensitif,3
mantap barangnya sesuai deskripsi harga murah pengemasan aman banget pakai dus wrap next time order sukses lapaknya juragan,3
langganan bulanan recommended i,3
pengiriman cepat pokoknya the best sukses,3
bagus tidak mengecewakan packingnya aman kemasan bar,3
mantap barangg cepeatt sampaii barang bagus penjual nya fast respons packingan oke aman tempatt barangnya keren banget,3
top markotoooopppp,3
barang aman diterima senang wanginya enak,3
suka bangeeeeettt,3
wangi nya enak kayak creambath salon,3
cinta banget produk rambut lembut wangi bangettss always pakai shampoo exp packingan mantap,3
belanja kalinya barang orisinal packing super aman mantap juragan,3
pesan kemarin sore packing super aman dobel bubble wraps dus mantapppp edit ulasannya coba terima kasih,3
admin cekatan barang paking rapi,3
gerak cepat adminnya nih top pokoknya,3
dicoba semoga bagus hasilnya shampoo noni mokeru packing mantull respon seller cepat goodlah,3
suka sabun enak segar apagi dipakai olahraga,3
suka body wash,3
beli official store tanggal februari eh februari siang cepat terima kasih banget cussons harga flass sale murah,3
sabun nya pakee mint nya kerasaa banget enak sih habis mandi kayak dingin,3
suka efek nyesss adem pakai sabun promo beli barang terbungkus rapi bubble wrap aman diterima,3
fast resp seller pengiriman cepat packaging rapihhh aman barang lengkap sesuaii thankss a lott,3
senang best deal beli gratis produk original pengemasan cepat aman packaging plastik ditambah ekstra proteksi pakai bubble wrap tebal dikasih bonus susu dus kasih teman baby hehe overall terima kasih a lot seller,3
dabest pokokmya pengiriman lampung prosesnya gerak cepat puas teruuuus tidak kecewa original source mantap,3
co jam dibungkus pengiriman super cepat produk aman tidak tumpah sabun oke nyembuhin jerawat badan plisss discontinue yaaaaa mintnya segar banget,3
suka original source mint,3
pokoknya suka banget sabun,3
delivery twinpack didelivery komplain tidak kompensasi the first and the last belanja official store kayak,1
beli twinpack kirim mohon tanggung nya kakak bayar harga twinpack,1
expiry date nya dijual sayangnya tidak ambil video unboxing nya ya tidak menyangka judul tokonya official store check barcode tidak tidak itemnya beda produk beli berbarengan,1
sampainya tidak rekomen beli seminggu sampainya,1
order tanggal november tanggal dec order official store itupun kemarin follow up ekspedisinya status toped menunggu pick up paket tidak dibungkus aman selembar plastik basah kena hujan kapok tidak berani belanja dichat penjual balas sistem info menunggu pick up,1
menyesal mati beli nih produk beli gara lihat ulasannya positif sumpah krim baunya tidak enak digambarkan baunya perpaduan muntahan bayi minyak nyong om iya separah kasih ulasan hidungnya mati ya pengiriman sih cepat bagus but maaf the produk is a nightmare pricey gue beli wak doyok wanginya enak murah this cream is really not recommended,1
order pcs datangnya pcs ketahuan nya dibongkar diberesin masuk kotak kemasan isinya complain ditolak tidak video unboxing unilever official account dipercaya,1
lihat flash salenya langsung beli tidak buka deskripsi i mean unilever official store expirednya sisa beli hand sanitizer merek sebelah pas sale expirednya cepat diproses diproses jeda menit pelajaran percaya merek baca review deskripsi,1
membeli hitam terima komplain tidak video ulang video tidak rekam,1
exp beli jual pengalaman harga miring mumer waspada,1
exp april beli total kurang pcs jual exp tidak ambil apes dipakai tidak habis exp,1
pesan dikirim,1
beli kemasan nya jelek barang pecah seller nya tidak tanggung,1
tidak recomanded harga promo mahal toko sebelah lapak online nya official store mempermainkan harga monopoli tokopedia,1
pesan shampoo body wash terima body wash shampoo tidak terima salah tidak video unboxing percaya seller official menang menang solution bintang terima kasih,1
beli l oreal serioxyl nya tidak giftnya sih official account lo,1
packingan barangnya berantakan tidak rapi,1
rugikan barang tidak video in orderan gift barang mahal komplain tidak,1
admin slow response konfirmasi ketersediaan barang bonus gift dikirim tidak sesuai,1
dikasih bonus gratis hair mask serie expert expire barangnya pas dipakai bikin kepala ketombean tidak niat gratis mending tidak sih bikin rusak rambut orang,1
barang tidak lengkap yidak belanja toko remi loreal,1
terima barang tanggal tanggal status pengiriman pembeli pembaruan uang,1
expirednya coba dikonfirmasi habis kayak tidak malu kah toko resmi ambil pahalanya malas ongkos kirim bolak,1
pengiriman leak isi habis dikirim barang pengganti leak parfum habis kali botol kosong,1
barang tidak diterima pengembalian dana tidak diterima disuruh urus toped,1
pesan tolong cek ulang,1
catatan beli produk hadiahnya diperhatikan mengadakan hadiah promo mesti transparan hadiahnya tidak disayangkan akun oficial store toko pedia mesti meninjau promosi transparan menjebak semoga tidak kecewa,1
produk nya bocor packing nya kurang bagus dus nya basah isi botol habis stengah nya masukan seller kali packing aman,1
terima kasih barang terima kali tolong packing baik terima,1
baunya pasaran kali pakai orang sakit kepala expektasi rugi harga,1
parfum kondisi terbungkus rapi curiga tercium aromanya dibuka kardus luarnya buka kardus kardus dalamnya basah buka didalamnya isi parfum tinggal tidak bermasalah oengemasan pengiriman mohon dievaluasi terima kasih,1
kemasan hancurrr pecah berantakan tidak kepakai ssmoga kedepannya safety packingnya,1
parfum kondisi terbungkus rapi curiga tercium aromanya dibuka kardus luarnya buka kardus kardus dalamnya basah buka didalamnya isi parfum tinggal tidak bermasalah oengemasan pengiriman mohon dievaluasi terima kasih,1
baunya pasaran kali pakai orang sakit kepala expektasi rugi harga,1
pesan barang tidak menit mengajukan pembatalan ditolak memesan ulang salah metode pembayaran pelayanan jelek,1
beli produk tidak beres agen nya,1
klaim tidak prnggantian dettol bilang kesalahan pengirim bayar insurance tidak ganti capai deh,1
official store sih komplain packing abaikan berhubung barang nya oke ya beli tolong atasan perushaan perhatikan packingnya packing,1
ketahanan wangi tidak klaim sebutkan jam,1
packaging kurang diperbaiki parfum tumpah,1
mantap sesuai deskripsi terima kasih,2
sesuai order deskripsi,2
balonnya cakap gampang ditiup terima kasih seller,2
pesanan mendarat kualitas barang bagus pengiriman cepat,2
terima kasih,2
bagus packing aman,2
bagus kotaknya harga nya murah pengiriman cepat,2
barang pesan sesuai packing rapi,2
bagus menempel kayu,2
barang orisinal harga murah seller fast response ramah barang cepat,2
pengiriman cepat packing aman barang bagus sesuai deskripsi terima kasih,2
barang diterima sesuai pesanan,2
produk sesuai deskripsi seller ramah barang langsung dikirim,2
terima kasih juragan barang selamat,2
barang sesuai pesanan,2
pengiriman kondisi paket barang diterima kondisi baik dicoba berfungsi baik terima kasih sukses,2
brang normal sesuai deskripsi pengiriman cepat,2
mantap barang nya aman alhamdulillah,2
bagus puas,2
bagus reseller gerak cepat banget,2
pengiriman cepat barang diterima kondisi baik,2
barang selamat packaging rapi proses pemesanan malang terima kasih,2
kualitas mantap pengiriman cepat,2
lilinnya bagus tidak berbau tahan si jam,2
barang terima baik,2
packing nya rapi barang pesanan baik,2
packaging rapi lilin utuh response penjual cepat,2
barang diterima aman respon cepat paking rapi pengiriman cepat jadwal terima kasih,2
mantap lilinya sesuai terima kasih ya,2
produk sesuai respon cepat pengiriman cepat,2
produk bagus paking aman rapi respon kirim cepat,2
barang terima baik respon cepat tks,2
bagus cepat packaging aman,2
barang sesuai terima kasih,2
produk baik pengemasan rapi,2
barang sesuai terima kasih,2
mantap respon cepat banget cepat estimasinya,2
mantap barang sesuai pesanan,2
mantap juragan kembang api roman shot nya sesuai diskripsi nya pengiriman nya cepat maaf telat ulas nya ya juragan barng coba mantap tks ya juragan sukses,2
barang a mantap jooss,2
lambat,4
barang dikrm beda pesan,4
sobek,4
tidak dikirim barangnya,4
barang diterima tidak etalase toko tipis kotak nasi padang tebal kirim kado kota,4
tidak instruksinya bingung,4
barang tidak pengiriman kirim timbangan,4
barang tidak paket,4
kardus tidak dikirim packing pakai plastik doang mengecewakan,4
add kardus tidak dikasih packingan kurir robek,4
kecewa packingan kardus berbyr kardus tidak tambahan pelindung apapun pesanan penyok tidak partai komunis indonesia kardus berbyr pesanan tidak terbks rusak total,4
paketnya bungkusnya barangnya tidak,4
sumbu lilin nyala susah api jelek,4
kondisi box mika lilin foto lilin cacatnya semestinya dibungkus pakai bubble wrap plastik tipis plastiknya tidak dilem seller package barang dibenarin baik pakai kardus box kardus mie instan selapis untung barang dibeli tidak rusak kecewa sih servis toko pikir berkali kali belanja,4
pesan stok habis kecewa,4
kualitas kurang bagus pegang stiker tes gampang terkelupas not recomended kualitas murah,4
pengiriman,4
kecewa,4
barang gambar bereskan ulang lem balon nya tidak dikomplain tokopedia biaya nya kecewa penjual tidak menginformasikan ketersediaan barang maaf dikasih rate,4
kecewa orderan nya tidak langsung proses bayar pakai gosend instan,4
disuruh pakai bubblewrap keamanan barang barangnya tidak dikasih bubblewrap berbayar,4
kecewa karrna keterngannya lembar,4
warna ready bayar jam dibilang warna habis cari warnanya,4
terlepas apapun alasan seller barang kasir apalah dikirim dikirim transaksi kecewa pelayanan butuh tugas kampus,4
barang terima rusak pecah krayonnya tidak kesalahan toko dikemasnya bersemangat pengirimannya kecewa,4
penjual kurang teliti saran pembeli hasil embossed nama berwarna putih kontras jelek perpaduannya nomor diembose tercatat penjual lalai mengkomentari hasilnya tidak diembosed mengecewakan tidak kasih foto nama nya tercetak,4
barangnya tidak pesan balon hati beda tidak sesuai,4
gede balonnya tidak iklan,4
penjualnya tidak balon warna gold dama silver pesan balo gold silvernya pcs warna warni chating oke hufth kali beli kali kecewa,4
kecewa pelayanan toko barang bermasalah disuruh tekan komplain kenyataanya ribet dibelakangnya kapok belanja barang senilai ribu video x barang tidak berfungsi menolak komplain semoga berkah,4
balonnya tidak sesuai gambar tidak bagus kualitas tertipu gambar nya kecewa,4
balon nya banget,4
aktual barang tidak sesuai harapan,4
pc warna merah muda lampunya copot chat complain tidak dibalas kecewa,4
tidak nyala batt anak kecewa ditukar barang ribu,4
susah payah menarik balonnya biar mekar eh bolong,4
beli nyala kecewa,4
barang gambar bereskan ulang tatakan balon nya tidak dikomplain tokopedia biaya nya kecewa penjual tidak menginformasikan ketersediaan barang maaf dikasih rate,4
not recomended seller gara toko surprise ulang momen hancur parahhhhh menyesal belanja ditoko,4
kecewa tidak sesuai ekspektasi gambar tangkainya bening menampak kuat ukuran lainya sambungan,4
penjual lambat respon penjual barang dikirim keburu basi nih balon,0
packing tidak rapi balon foil kusut tidak dilipat dikuntal kuntal dimasukkan plastik size oke size lecek kusut chat bilang dijual lecek tidak kasih orang,0
tidak tidak instruksinya rakitnya ginana barangnya beda pesan,0
pengiriman tidak perakitan box susah,0
susah buatannya tidak mengerti ribet packing kurang lecek robek kertasnya ya,0
penjual tidak jujur respon kebanyakan bot,0
beli dikirim malas complain,0
barang tidak dikirimkan,0
jelekkkk,0
kurang kuat lem nya lemah,0
kardus bekas dijual itupun rusak susu nya,0
pengiriman,0
worst service,0
order minggu sampainya rabu lambat nya ampun info overload orderan itupun selasa dikirim tidak konfirmasi overload orderan tidak tanggung,0
tidak amanah,0
pesan dikirim,0
warna tidak sesuai permintaan,0
parah note kasih chip desain tidak logo baca flazznya tidak kayaknya notenya hadeeeeeeeeeeeeeeeeeeeeeeh penjualnya tidak ramah negor langsung berbicara return olah complaint direturn ganti duitnya dikritik biar baik kedepannya maaf salah sok tidak butuh pembeli sumpah kesal banget penjual sombong parah,0
tidak kirim,0
barang rebu video in pas unboxing tugas qc cek teliti barang dikirim lengkap parahhh,0
jelek,0
beli rusak tukar tidak pakai berbelit aturan capai deh,0
bolong bolong minyak nya jelek,0
barang tidak mulus bekas tekukan beli sampah,0
aduh lemnya tidak double tapenya,0
checkout procecor admin disuruh beli bubblewrap biar aman ya checkout bubblewrap deh beli pas paket bubble wrap wkwk kocak nih toko prosesor dicheckout aduh,0
tidak,0
murah bubble wrap nya tipis kiraan tebal menyesal order dimari,0
rak tudung tingkat bubble celana baca pesannya pikir,0
tidak dilapis dilapis kardus minimal,0
tidak amanah,0
pesan dikirim,0
bahan tipis jelek,0
gulungan diambil menampak potongan mencong mencong jualan untungnya,0
servicenya buruk,0
pelayanan terburuk belanja tokopedia pengiriman order tanggal juli barang tanggal agustus order dikonfirmasi diproses tanggal agustus estimasi barang tanggal agustus itupun dikonfirmasi diproses x rekan pagi complaint rekan tidak telat konfirmasi proses kirim order tidak telat disuruh cek resi sungguh baca review toko official kasih bad review tolong ya manajemen toko official deli stationary benahi operasionalnya training rekan nya biar pintar menanggapi customer tidak pakai embel toko official pelayanannya merugikan customer,0
kertas origami post it,0
tidak,0
beli barang sale pengiriman via grabsend tapiii biaya parkir driver nya aneh banget,0
penyok kardusnya beli pensil warna bekas,0
order packingnya rapi lilin tulisan ulang rentan patah dimasukkan kardus pengirimannya cepat barang dipesan lengkap kualitas bagus balon tidak bocor lilin tulisan ulang nya tidak patah anak bungsu senaaaaang terima kasih ya,3
bagus pengiriman cepat seller ramah tooop,3
bagus kertasnya sesuai deskripsi,3
bagus banget sesuaii by the way beli si and si,3
cantik kertas kadonya packaging oke delivery nya oke mantap langganan toko,3
produk oke sesuai pesanan langganan pengiriman cepat terima kasih store,3
proses cepat top seller responsif,3
lupa guys diorder toko,3
bagusssss bangeeettttt,3
mantap oke pesta sederhana ramai order terima kasih seller tokped kirimannya,3
beli puas lebihin pngiriman cepat pokoknya mantap,3
mantappp,3
bagus balon nya merekat dinding atap seller responsif langsung kirim sesuai pesanan pagi pesan siang pesanan dilebihin,3
mantabbbb barang bagus berkuslitass topp dahhh,3
mantaaaaaaaaaaap produk original pokoknya recomended seller,3
mmmaaaannnnttttaaapppp,3
pakai lem hati pastikan penataannya balon dipasang tidak tidak dicabut dicabut risiko pecah mantap tingkat kerekatannya,3
puas error kurir pakai gerak cepat seller nya respon banget cari solusi order ulang tidak pelit dikasih tambahan terima kasih ya kak jaya tokonya,3
mantap langsung menempel,3
tokonya terbaik sih x order anak ulang pesan printilannya anak ulang belinya mantap,3
fastresp ramah pengirimannya gerak cepat lv iya dikaskh balonnya pompa sih semoga tidak bocor,3
sukaaaaaaaaaaaaaaa lucuuuuuu,3
terima kasih barangnya bagus banget packingnya rapi tekomended,3
paking rapi berlapis pengiriman cepat barang pas pcs mantulllllllllllll langganan malam takbiran pesan,3
mantaaaappp tersumet sempurna,3
puas error kurir pakai gerak cepat seller nya respon banget cari solusi order ulang tidak pelit dikasih tambahan terima kasih ya kak jaya tokonya,3
rekomended packing bubble warp order seharga cebann niceee,3
keren pelayanannya beli lilin servicenya bagus super cepat pesan pagi eeeh siang,3
cocok meong pokoknya,3
top banget,3
bagus lilinnya kakak lilinnya sultan,3
puas penjualnya fast respon alhamdulillah butuh lilin dikirim anak ku ulang beli perlengkapannga insyaallah,3
terima kasih toko kelupaan beli lilin ulang h acara syukur puji tuhan lilin dikirim kota,3
designnya bagus pengiriman cepat kualitas bagus scan benaran kartu uno asli mudah an tidak ketukar ya kayaknya repeat order pakai design deh terima kasih seller,3
cakap banget mulus sesuai ekspektasi terima kasih ya,3
penjual oke barang nya bagus kurirnya juara mantap deh sukses ya kakak,3
mantap paket terima kasih ya juragan sukses juragan,3
bagus gambarnya dicoba top up nfc handphone terima kasih seller,3
barang selamat barang sesuai deskripsi produk packing oke recommended seller,3
mantap jiwo terima kasih juragan produk terima baik sukses,3
seller tidak jujur beli barang salah stok kosong tidak diinfokan langsung kirim satunya menunggu pikir penyelesaian gampang ya buyer tinggal refund rugi ongkos kirim,1
barang tidak sesuai gambar kualitas harganya murahan kapok belanja,1
mentang beli ngepasin uang dikasih nya kondisi bekas ya tidak perekat bekas lekukan iya murah profesional jualannya,1
toko tidak jujur ket suruh pakai kardus biar pengirimannya aman include kardus rusak bawahnya jebol anehnya kode uniknya tidak masukan akun masukan akun toko tidak jujur ya kondisi kotak susu bagus utuh tidak penyok,1
toko berstatus official store toko tidak profesional chatt ketersediaan barang tanggal desember jam pagi admin barang ready jam pagi toko tidak melayani buyer rating jelek toko tidak proferional order sore barang tidak kirim tanggal desember jam siang info barang kosong order kirim tanggal desember menyarankan order packing tambahan keamanan pengiriman penuhi padhal toko biaya tambahan packing kardus itupun harganya barangnya murah buyer transaksi toko terima kasih,1
kesan tidak baik parkiran gojek tanggung pembeli kapok ah beli ditoko semoga lancar bos,1
bolong coy packing parah bgttttt lakban robek dicabut,1
gampang lepas tidak menempel,1
admin toko tidak sopan santun cari solusi emosional hina pembeli tidak etika tidak sekolah x,1
kapok beli kembang api toko bilang nya,1
jumbo buka ukuran nya kardusnya,1
penjualnya tidak komunikatif barang kosong diganti barang konfirmasi pembeli next time jualan pelayanannya ditingkatkan mbak mas informasiin pembeli barang kosong seenak udel main ganti barang situ ribet rugi in barang ganti ongkirnya yakhan,1
selller aneh berangkat tokped tidak pembaruan gagal pick up tidak bilang jujur paket dipick up bilangnya berangkat,1
toko pakai kasih mati kali jualan,1
produk tidak paket,1
pesan lilin angka kirim nya angka angka nya beli jlalasin angka tidak kirim foto nya buang barang nya tidak pakai tunggu barang nya buka kirim beli pesan nya blajarlah teliti barang kirim,1
tidak sesuai foto pas lilunnya buanged ukurannya,1
pecah lilin iya pekejing iya tidak aman,1
pesan lilin dikasih dibalik angka tidak sumbunya kacau fatal banget tidak dicek kirim customer,1
lilinnya rusak goldnya,1
tidak dikirim lilin nya beli,1
barangnya tidak,1
lilinnya tidak sesuai gambar angka sesuai gambar menemani angka,1
tidak berfungsi baik,1
kacau chat tidak chat chipnya disuruh tulis email oke ditulis email lebarr dikasih contoh gambar posisinya ya eh tidak sesuai requestnya kecewa menyesal beli reviewnya beli harga mahal pelayanannya,1
pesan hitam barang kirim hitam barang barang kosong tidak infokan,1
beli tidak dikirim,1
gantungannya tipis rentan patah pakai rusak,1
barang berbededa do foto,1
diphoto penjepit buka tutup pas dikirim,1
lem nya tidak paket,1
tidak menerima barang,1
aneh sih seller ditambahin x ribu lapis lapis bubble gulungan rban seller jualan bubble jualan vga kali ya,1
disuruh bubble wrap bubble wrap nya paking mengerti,1
buble wrap tipis packingan nya,1
dipaksa beli checkout hati toko,1
barang tidak dikirimkan next mohon diperhatikan,1
lem nya kurang merekat,1
packing kardus susu penyok kemas ngepres kardusnya biar kardus ketekan kemasan susunya tidak rusak langsung,1
order pakai kardus dikirim pakai plastik,1
cepat kemasan bagus barangnya bagus,2
produk kualitas bagus berfungsi baik,2
cepat barang sesuai pesanan oke,2
produk berfungsi baik,2
packaging aman bagus barang sesuai deskripsi,2
mantap barangnya kokoh kualitas oke pesan,2
waahh keren mantap barangnya pengiriman cepat terima kasih juragan,2
barang sesuai pesanan seller responsif pengiriman cepat terima kasih seller tokopedia semoga sukses,2
paket diterima baik kemasan rapi rajin terima kasih semoga sukses,2
efektif membunuh hama barang sesuai deskripsi packaging aman bagus,2
mantap barang oke,2
pengiriman cepat barangnya lengkap sesuai pesanan,2
proses cepat produk berfungsi baik,2
barang sesuai fungsi nya terima kasih,2
alhamdulillah paketan cepat penjualannya ramah semoga sukses,2
cas aki berfungsi baik aki bagus dicas lumayan titip cas pinggir jalan mending py semoga awet sukses seller,2
barang bagus cepat aman,2
efektif menyaring kotoran mantap jernih air,2
produk original efektif menyaring kotoran produk berfungsi baik barang sesuai deskripsi,2
mudah pemasangannya,2
barang sesuai selamat,2
barang sesuai deskripsi produk original packaging bagus,2
barang sesuai deskripsi produk original warna awet packaging bagus,2
mantap sesuai cepat kualitas cakap,2
adminnya ramah banget asli dijawabnya gerak cepat banget,2
cat nya mantap pengirimannya cepat,2
alhamdulillah pesanan cat diproses cepat ditanggapi baik,2
barang sesuai pesanan kualitas tidak diragukan berulang kali ngecatnya harga bersaing semoga awet,2
kualitas bagus harga terjangkau,2
harga affordable respon seller cepat langsung kirim warna sesuai cat tidak ngapur mantap,2
bagus cat nya mantap,2
harga murah qualitas oke respon cepat pengiriman cepat,2
respon seller baik catnya tidak berbau warnanya sesuai order cheese cruse pakingnya baik semoga pas diaplikasikan tidak mengecewakan hasilnya gosend nya terima kasih,2
produk original barang sesuai deskripsi bahan tebal ponakan suka,2
mantap murah terima kasih kak terima kasih abang kurir langsung pasang,2
pengiriman cepat barangnya oke sesuai deskripsi terima kasih,2
bahan tebal barang sesuai deskripsi pengiriman cepat,2
dipasang bagus deh,2
produk original barang sesuai deskripsi bahan tebal keren,2
pengiriman cepat barang sesuai deskripsi terima kasih,2
pengiriman,4
pelatuk kurang bagus tidak nyala,4
dipasang tidak berfungsi,4
besi pengganjal tidak tidak mengunci,4
plastik ya harga kualitas,4
kualitas barangnya mengecewakan,4
tidak sesuai expektasi bahan toolsnya gambar kuat pas besi tidak kokoh harga murah tidak kecewa harga asli ribu kecewa belinya mending pasang harga wajar ya,4
colok listrik nya lampu baterai nya full iya cas aki tidak berfungsi iya alat nya,4
tidak berfungsi kecewa banget,4
tidak berfungsi aki normal beli langsung cas led indikator nya tidak jalan,4
bocor sambungan karet keran bocor drat tidak rapat rapatkan tidak mentok,4
aliran air lancar,4
filternya canggih air,4
lem pipa tidak rekat ngelem sepatu kecewa,4
lem tidak kuat,4
mengecewakan produk encer mengecat berkali x harga menentukan kualitas,4
kualitas buruk isi tidak penuh lapis x tidak merata hasilnya rugi bayar ongkos tukang baik beli cat merek deh harga tidak bohong,4
pesan gold putih barang tidak sesuai kecewa,4
kecewa parah,4
kecewa lembar warnanya beda sekilas bentuk motif dipasang beda rate barang rate penjual,4
kalinya beli barang online kecewa barang dibeli pcs pcs ongkirnya lumayan mahal beratnya tidak sesuai,4
kecewa barang rusak reseler jualan tidak amanah jualan amanah ya kak biar berkah,4
tipis kecewa,4
barang benyek benyek kerusakan tidak diganti pengemasan buruk harap pelajaran,4
barang terima lecek pesan lembar melitut bungkus bareng list pesenan kecewa banget not rekomend seller,4
no recomend order kirim mengecewakan,4
pesanan diproses cepat sayang filternya tidak saring kotoran semburan air nya mantap tujuan beli saring kotoran,4
sesuai diiklanin airnya loyo,4
packingnya parah memasukkan kantong plastik hitam tidak kardus tidak lakban ikat biarpun pengiriman cepat packing mengecewakan barang tes semoga berfungsi baik,4
filter showerhead tidak mereknya tidak palsu kecewa silakan dicoba salah,4
kecewa banget packing nya kurang aman expedisi asalan produknya cacat bekas baut nya dibuka barang body nya bekas lecet tombol power nya patah,4
segel orion kunci difoto tidak kemasan coba komplain sertakan video unboxing kurir ya tidak kepikiran situ setahu produk segel ya jaminan komplit terpaksa beli kuncinya kecewa,4
barang dikirim tidak lengkap sayangnya unboxing tidak divideokan beranggapan belanja seller tidak mengecewakan dichat seller diinfo difollow up timnya tidak tindak seller tidak jaminan memuaskan,4
mengecewakan battery tidak berfungsi,4
barang lusuh barang bekas cacat bodi segel original tidak beli agen online resminya kecewa,4
kecewa kali tes sblom kirim tidak satupun hidup barang ringan beli ace brgnya berat hidup,4
kecewa sekal,4
seller menggapangkan menyepelekan pembeli pengiriman pelayanan tidak memuaskan seller bilang wajar dikirim barang diskon dikirim pas pick up gagal pick up tidak follow up seller complain kerjain kirim kualitas barang standar intinya beli dimana barang sejenis menyesal berhubungan seller,4
beli nano spray mic_acc barang tidak bagus kembalikan toko mic_acc tukar toko mic_acc ditukar barang barangnya jeleknya tukar merek mixio wh lihat gambar toko mic_acc barangnya murah mixio wh bagus beli menambah uang barang dikirim kesaya mixio wh tidak barang tipe kecewa sisa uang tidak dikembalikan toko mix_acc tidak chating sepatah sepatah tidak penjelasan baik bagainana nasib sisa pembelian mengirim mixio wh sesuai permintaan beli,4
kecewa tidak surat pemberitahuan tahunan diharapkan basah airnya diputar pulang besarrr,4
tidak terima barangnya gojek instan salah gojek toko komplain by sistem diubah dana diteruskan penjual aneh dibantu tokopedia care ketahuan salah kirim rumah orang proses pengecekan,0
barangnya tidak berfungsi semestinya,0
alat tidak berfungsi dipasang sesuai instruksi tidak dipakai tidak api terpantik liquid gas,0
barli rutin minguu pcs kiriman rusak kendor baut nya bahaya bocor gas bis menyambar bocor penjual sayangnya tidak tidak garansi costumer dirugikan penjual tidak tanggung barang dijualnya cuan tidak keluhan costumer nya percaya pengambilan toko sayang nya tidak pelayanan memuaskan costumer nya,0
barang jelek patah diisi gas bocor,0
barang jelek mudah hancur dipakai ngebor langsung rontok mata bor nya kayak nya besi l sesuai harga,0
