Customer Review,Emotion
mon maap pemesanan ke ini rasanya beda dg pemesanan pertama yg luar biasa enaknya yg ini lebih pahit drpd sblmnya lagipula pada pemesanan ini saya menemukan rambut di dalam kopinya mohon dijaga kualitas dan rasanya meski bnyk pesanan ya tks,4
baru diminum sedikit besoknya udah basi,4
pesen hari selasa malem nyampe rumah rabu sore kamis masih aman jumat pagi di minum udh asem padahal masih banyak jadi kecewa,4
rasa udang rebon semur ayam lele kikil enak semua tapi utk ayam ungkepnya maaf bener mengecewakan pertama kali sy buka boxnya baunya amis tidak fresh tercium lalu sy goreng masih amis barusan sy coba ungkep ulang dg bumbu ayam goreng dan sy goreng ternyata masih tercium bau tidak enak terutama pada bagian tulangnya padahal sy sdh langsung pesan box dg kurir gojek instan sudah ada hanya permintaan maaf dr penjual,4
sy terima package makanannya sudah rusak dan terbuka apa bekas ini sangat kecewa,4
sepertinya bukan gepuk fresh rasanya gak enak dan hari kemudian dah berjamur sayang bgt padahal beli banyak dibuang semua deh,4
gepuknya kok pahit,4
maaf sebelumnya bknnya sy mau menjelekan produk tp sy kecewa salah satu gepuk toples warna merah stlah hr ko sudah berjamur pdhl toples yg lainnya masih wenak bgtzz gepuknya,4
barangnya sudah ga enak lagi udah beda rasanya,4
kecewa,4
sambal nya asem chat penjual gak respon kecewa,4
rasanya gak enak kuah nya masa kentel di bnyakin air malah asrep gak karuan pokok nya pretttt,0
coklatnya lembek benyek,0
beli cashew dikirim almond beli dikirim cm gak berkah dagangan mu,0
hancurrrr agak keras dan rasanya sudah lama,0
keripik tempe hancur n agak bau tengik ga kemakan,0
mana barangnya sy order macam n bayar rb kok yg dtg cuma paket promo harga rb aza jualan sambil nipu yah pdhl kalian official store loh toped gimana nih pertanggungjawabannya kapok sy kalo gini caranya balikin uang sy rb,0
pelayanan yg sangat buruk saya pesan dengan menggunakan grab instan jam pagi baru di antar sekitar jam sore beberapa kali chat lama sekali respons nya sangat tdk profesional melayani konsumen,0
roti keras gak enak,0
keras nya bukan main kayk batu,0
keripik ususnya rada bau bangkai rasa asin banget saya me review karena saya memang kecewa atas kualitas kripik usus yang bau menyengat harusnya anda menjadikannya bahan introspeksi bukannya malah menuduh saya kompetitor anda toko macem apa ini,0
rasanya gak spt biasanya pembelian yg ke ini asin kebangetan udah gitu packingannya cuma dibuble wrap tdk diberi dos spt biasanya sehingga kripiknya banyak yg hancur,0
rasanya hambaaarrrrrrr,0
wooy ini gimana kirim cuma saya pesan loh coba cek dong yg dipesan,0
mau cancel ganti tgl pengiriman aja byk cincong,0
beli ga ada yg enak jauh banget sama kota hoedjan,0
pelayanan ga bgt deh saya pakai ekspedisi gojek instan dari jam pagi ternyata baru di proses pihak toko jam sore,0
ini kok belum di ulas sih kan saya mintanya tumbuk halus bener parah,0
order yg k ko sy sangat kecewa bungkus sudah pecah kopi berhamburan k mna gak tau ini kesalahan dr selese seler atau kurir,0
beli abon srundeng tapi salah dikasih srundeng semua jd ga jadi dpt abon krn klo retur hrs ngirim brg yg salah ribet,0
keras gak ada rasa,0
roti keras gak enak,0
hancur patah patah semua,0
busyeettt lamaaa amit nyampe brgnya pdhl udh x order,0
minta halus dikirim kasar laen ngopi duli biar melek admin yg ngurusin orderan,0
parah respon nya butuh hr sejak order baru dikirim granola nya jg ancur semua,0
ini mah ada robusta nya ga sesuai deskripsi dan ekspetasi payah,0
rasa tidak sesuai gk ada kerasa daun jeruknya bad taste,0
pesan kurir instan posisi rumah saya di bintaro jaksel kurirnya malah kearah bekasi penjual bilang tukang gojeknya ambil jalan alternatif helllooowwww begitu kurirnya ojek online sampe rumah katanya nganterin orang tuanya ke tukang urut tolong lah lain kali penjual pastikan kalo barang langsung diantar oleh kurir yg ambil apalagj kurir instan jangan lepas tangan saya pesan kurir instan untuk menjaga kualitas makanan terjaga ini barang sampai rumah seal sudah tidak rapat,0
lama banget sampenya pas nyampe jamuran gini haduuh parah deh,0
dapet yang berjamur gini padaha expnya masih lama tolong dong di perhatiin produknya,0
bau bgt kayak bau sampah,0
emang rasanya kaya basi apa gimana kok gini amat kaya bau tong sampah,0
bau makanan tidak nyaman dan rasa tidak enak,0
amit rasanya,0
rasanya ngadi sumpah kayak pake saos sambel kyk gapake gochujang gochugaru yang biasa makan kimchi asli korea pasti gaakan suka pengiriman super lelet pesen hr rabu br dtg hari minggu gils,0
kurang melayani,0
gaenak basi iuhhhh plis jangan beli disini aku gamau motong rezeki mu tapi ini sriusan basi bau apek cuankinya mlempem bocinyaa bau bumbunya kaya dah ga seger terus kemasannya kaya dah berdebugituu ahhhhh nyesell kalau mau jualan yang niat bukan cari uangnya aja tapi cari rasaaaa kualitas,0
baso nya asemmm basi rasa ngga enak banget deh mungkin orang beda beda yah soal rasa untuk luar pulau pikir deh klau mau beli di jamin basiii,0
sudah ga layak kenapa ga dibuang aja,0
jeruknya udh busuk dikirim yg gk busuk gk ada lagi airnya pilus keras,0
baru kali ini masak nasi porang tanpa berasa karet praktis pula cuma diseduh air panas mantaabbb,3
wow wow sangaat praktis euy tapi emang harganya mayaan sihh rasanya enak mantul bakal repeat order nihh,3
enak banget pulen bener teksturnya seperti nasi gampang juga buatnya,3
sesuai proses n pengiriman cepat responsif recommended barokah terima kasih,3
mantaap rekomendasi banget murah bukan murahan dan enak rasanya,3
lengkap bagus pengiriman cepat dan tepat terpercayaa nomor seindonesia,3
respon dan pengiriman cepat packing rapi recommended seller,3
alhamdulillah seperti biasa repeat order di sini free ongkir rasa enak harga murah dan pastinya gurih mantap krupuknya,3
respon penjual nyaa baik dapet harga muraaaaaah packingnya rapiiiii dan pengirimannya lumayan cepat lahh coklatnya enakkkkkk,3
mantep bangettt coklatnya beli lagi promo terus masih ditambahin voucher juga jadi mumer pokok deh,3
alhmdllh pkt ny dah smpe ank seneng bgt klu makan sama sarden abc makasi seller tokopedia,3
pengirimannya cepat amanah,3
mantaab p l udh langganan keluarga sangat syukaaaa trims,3
kurma medjol palestine emang fave aku bgtt legit ga trllu manis bijinya keciiil dagingnya jumbo cocok utk ibukku yg kebetulan diabetes tp baru pertama beli disini makasi ya ka pengiriman cpt hri aja makasi jg tokped dah gratis ongkir semoga allah swt memberkahi kalian,3
enak lumpia basah nya dan admin baik minta daun bawang lebihan eh beneran di kasi banyak terimakasih nanti mau beli lagi,3
luar biasa respon dan pengirimannya siang pesan malam tiba luar biasa,3
uenak bangetzzz udah berulamg kali order,3
repeat order ke,3
sdh sering repeat order mantap,3
bakalan jd langganan harga terjangkau pengiriman juga oke,3
sudah beberapa kali beli pastel ini ga pernah ngecewain rasanya mantappp seller nya juga ramah banget,3
enak enak enak enak sekali uda order a aja kali disini dan pasti akan reorder terus thank u sukses selalu,3
ini enak bangett packingnya juga bagus bangett terima kasihh recommended bangett dehh,3
ini pembelian ke krupuknya mantap pengirimannya cepat dan tidak ada yang rusak terima kasih kepada penjual dan kurir sicepat,3
penjual responsive barang sampai dengan selamat sudah berkali order disini untuk saya bawa ke turki ka terimakasih ya ka,3
sekian kalinya beli di tuang coffee terbaaiikk,3
dimsum mantaap selalu setia menemani dengan kehangatan di saat musim hujan setiap gigitannya mak nyoos uenaaak tenan tks,3
bagus bagus dimsumnyamasih kedaan bgus ga penyok dalem ya juga seger produknya rekomen bgt klo belanja disini enak ga cape jadi makin sering masak biar hemat dan sehat dirumahmakasi yaa udh mempermudah masak,3
enak banget bikin ketagihan,3
rendangnya enakkk dagingnya empukkk paling salut krn mau kirim di hari minggu jd bs nyampe tepat waktu sebelum lebaran tadinya udah agak was kl ngirimnya ketunda sehari aja udah ga bakal pas momennya ternyata sellernya gerceppp thanksss,3
enaaaak bakal order lagi,3
rendangnya lembut n enak bngett pengiriman cepat rekomended deh,3
terbaik sihhh iniii pesanan ny superr cpt sampe nya d proses ny cpt bgtttt br psen hr itu bsk ny ud sampe lagi pengemasan amann bgt juga ya thx seller kurir,3
mantaaapppppp battt rasa renyahhh hrg fs k free ongkiiir pula luv luv luv,3
kripsusnya juara udah kali order selalu tandas di mulutnya anak pokoke top markotop,3
mienya enak favorit keluarga sudah langganan beli mie sedap di toko os packing rapi dan dpt bonus makasih ya,3
bagus produknya enak marumiya rice topping furikake nya bisa juga untuk bubur harga terjangkau recommended,3
terima kasih banyak telah melayani dengan baik semua products bagus packaging nya aman products sesuai foto harga bersaing dengan bagus pengiriman cepat tepat very recommended shop seller next pasti akan sering blanja lagi di sini deh semoga semakin maju sukses ya,3
udah yang kedua kali beli disini ngga nyesel banget kualitas udah pasti oke pengirimannya juga bagus dan cepat packagingnya juga rapi dan aman,3
alhamdulillah barang diterima dengan sangat baik packing aman semua sesuai pesanan suka banget sama mie sedap apalagi ada varian laksa singapura,3
jelek banget barang orderan ga sampai tapi di keterangan nya sdh keterima jgn order disini order barang ga sampe,1
barang tidak diterima tidak ada yang bertanggung jawab pertama kali belanja di sini langsung dikecewain,1
yang dateng sangat sangat beda dengan yang di foto,1
bad service pengiriman same day gosend melewati batas estimasi jika tdk mampu melayani pengiriman sameday gosend sebaiknya di non aktifkan agar pembeli tdk bayar lbh mahal ongkir,1
baru dibuka tapi bentulnya aneh kaya udah meleleh tapi dibekuin sendiri padahal baru buka dari pengiriman,1
dendeng yg sy terima ada beberapa yang muncul jamur putih di dipermukaan dagingnya untuk rasa banyak sekali ketumbarnya sehingga waktu dimakan rasanya kasar sekali seller mohon diperhatikan kualitas produk sebelum dijual terima kasih,1
bukan dendeng daging sapi asli semacam campuran,1
pisang kecil isinya sedikit nyeesel,1
masih mentah,1
beli kg minta dimix pisang yg msh hijau kuning eh dikirim kuning semua hadeeehh,1
plastik pecah jd lembek sebagian,1
byk yg hancur dikirim ke jkt,1
pesan yg varian pcs tp cuma dikirim pcs,1
pelayanan buruk barang yang dikirim tidak enak jangan beli disini,1
keripik tempe pecah packingnya kopong edit rasanya juga asin banget beh ga recommended yah mecin banyak orang juga tau bisa dikomplain bahkan ga pake asuransi pun bisa komplain cuma worth ga sama waktu yg dihabiskan buat komplain penjual yg ga bisa terima kritik ga layak dapat bintang maap yah perbaikin lg packingnya ekspedisi manapun kalo packing keripik pake plastik setengah kosong ga padat ya ancur koclak dalam dus mau pake buble juga mubazir,1
kapok belanja disini lama banget pengiriman nya,1
produk tidak layak dimakan sudah jamuran beberapa pcs padahal tulisan expired date masih bulan lagi harap di qc ulang semua produk makanannya agar layak dimakan konsumen,1
pie susunya jamuran duh parah bgt sih jualan,1
beli kotak isi total buah pie terdapat buah pie yang sudah jamuran padahal paket langsung dibuka sesaat setelah diantar kurir dan expire date juga masih bulan lebih coba cek ulasan banyak pembeli juga mengalami kendala pie berjamur jelek sekali kontrol kualitas pie susu ini kasian reputasi toko ini ikutan rusak gara gara produk yang tidak dijaga reputasinya oleh pemilik produk maaf ya kaka penjual ini ulasan jujur mungkin bisa disampaikan kepada produsen produk agar memperbaiki kontrol kualitas produknya,1
pie susunyabberjamur padahal baru disimpan sekitar semingguan dan expiry date masih sebulan biasanya kalo beli di bali ga kayak gitu ya biar temen yang beli pie susu nya aware aja ya sedih juga udah disayang makannya eh pas mau makan ternyata jamuran terpaksa dibuang udah chat juga ke sellernya katanya karena ga dimasukin ke kulkas tp dulu pas beli di bali jg ga masukin kulkas sih fyi aja buat temen yg mo beli yah,1
ini tidak dikirim satupun dan tidak ada chat apapun dari penjual sudah dikomplain entah kenapa bisa selesai begitu saja mengecewakan padahal anak saya suka sekali ini dan menunggu dateng ternyata ga dikirim,1
beratnya tidak sesuai katanya dirubah kok ga ada perbaikan dalam hal berat produk dan packing pdhl sy mau blanja banyak tapi mhl diongkir pdhl berat riil nya jauuh dari estimasi,1
free canister ga dikirim payah kecewah dah males beli disini,1
pengiriman lambat seminggu baru sampai bagi yang membutuhkan cepat lebih baik beli di supermarket langsung,1
kue nya pas dateng dicoba asem kue uda terlalu lama di komplain ke penjual bilang nya bisa dikonsumsi dan dimakan tidak ada tanggung jawab,1
pia nya gak dikirim,1
bad admin opportunity lost gara mau tambah pesanan tp diabaikan admin harusnya jd perhatian untuk manajemen wingsfood,1
sampe sekarang barang blm sampe halu express blgnya sudah mau tanggung jwb dg membayar ke tokopedia tp dr tokopedia ga ada transfer penggantian ga ada yg tanggung jawab,1
gak sesuai gambar disitu gulanya yg hijau kenapa dikirimnya yang kuning sih beda mereka harganya rasanya juga beda lbh enak yg hijau kenapa begini tokped jd pengguna baru malah nyesel,1
tidak sesuai pesanan yg di pesan gula kg kecap kemasan sama teh yg sampe gula nya cuma kg teh sama kecap,1
kotak paket nya kegedean coklat gak dibungkus bubble wrap atau kotak paket gak ada tambahan kertas pengisi jadi bentuk coklat nya udh amburadul semua,1
packaging nya ga safe jadi mie nya remuk shipping nya lama bgt proses nya juga asli lama parah,1
rasanya kaya buav ta gk worth it,1
saat baca komposisi deskripsi minuman rasa mangga rada curiga tapi karena terjual banyak tetap beli secara harganya mahal aku pikir full mangga ternyata artificial mangga manis buatan banget ga sehat,1
sangat tidak cocok dgn yg tidak suka manis ini minuman manis bgt dan rasanya artificial mangga bgt salah untuk yg expect ini minuman seger dan fresh dr mangga buah,1
udh kecil diisi ga full banjir minyak jdi kira isi nya stgh lbh dkit dr tempat kecilnya ga lbh dr sendok makan maaf ga worth utk hrg segini,1
pedes nya over dibanding isinya yang dikit yang gak kuat pedes over not rekomended,1
diluar ekspetasi banget sambelnya gak seger agak bau gada pedes nya malah manis packaging nya sih bagus,1
rasanya agak asem mungkin terlalu banyak tomat,1
pelayanan buruk barang yang dikirim tidak enak jangan beli disini,1
mantapp gan,2
bagus sesuai deskripsi pelayanan cepqt order lsg kirim terima kasih,2
barang bagus dan berkwalitas mantapsss sesuai deskripsi cepat sampai,2
barang diterima sesuai pesanan thanks joyko,2
produk sesuai dengan deskripsi pengiriman cepat seler ramah barang ok mantap tetimakasih admin,2
packing rapih barang ori berkualitas harga murah,2
kemasan rapi brg sesuai pesanan,2
top seller responsif dan btgg jwb,2
fast response produk bagus sesuai pesanan pengiriman cepat hr,2
spidol kualitas bagus harga termurah dibanding toko lain,2
alhamdulilah barangnya sudah sampe ukurannya juga besar sesuai yg di gambar mudah an bermanfaat buat kegiatan belajar mengajar kami di pesantren,2
pengiriman cepat barang sesuai gambar kualitasnya oke recommended,2
barang yang dikirimkan sesuai dan harga terjangkau,2
mantap cepat proses kirimnya besar dan yang penting harga tjakeeeepp recommended,2
barangnya bagus sesuai deskripsi,2
penjual responsif gercep ada spidol ga nyata langsung dikirim thank u so muchh,2
produk bagus sesuai pesanan fast response pengiriman cepat hr,2
mantab spidolnya jadi ngak hilang tulisan walau tulisannya di masukkan kulkas plastik asi,2
produk sesuai pesanan baik bentuk maupun warnanya semuanya berfungsi normal,2
toko ini barangnya lengkap dan beneran tersedia kadang ada toko lain lengkap tp pas dikirim banyak yg gada ini lengkap recommended seller,2
barang sesuai deskripsi pengiriman cepat seller responship dan ramahterimakasih seller dan tokopedia,2
produk sesuai pengiriman cepat harganya ribu pas flash sale oke banget,2
murah meriah tp bagus nyaman dipakai tulisan jg terlihat lebih rapih,2
terima kasih banyak produk bagus selalu,2
paket sudah sampai dengan selamat pertahankan kualitas pelayanan dan harganya thanks seller dan tokped,2
dapat flash sale dapat sekotak isi murah bangettttt produk bagus sesuai deskripsi pengiriman cepat packing aman terima kasih seller n toped,2
hore dpt harga kejar diskon trnyata produk ori paking aman isiny byk n pulpen ny enak d pakai anak juga suka bgt makasih joyko,2
respon toko cepat dan pengiriman lancar barang dikemas dengan aman mantap thanks,2
puas banget belanja di sini sellernya ramah banget fast respon pengirimannya juga lumayan cepat barangnya memuaskan packingnya aman jadi barang gak ada cacat sama sekali,2
barangnya sudah sampai tidak ada yang rusak atau robek barangnya original real pick packingnya bagus pengiriman sangat cepat kurir ramah pokoknya amanah deh kalo mau belanja di toko joyko official store,2
pengiriman cepat packaging nya okeee banget isinya sesuai ga gampang macet pas dipakai pokonya bagusss bangettt terima kasih joyko,2
persediaan stok buat kakak sekolah selalu joyko pilihannya barang original terimakasih buat pelayanan yang diberikan terbaik deh,2
respon penjual baik pengiriman sangat cepat barang sesuai dengan pesanan cukup memuaskan thank youu,2
packing rapi kualitas produk ok pengiriman sangat cepat respon seller ok,2
pesanan sdh diterima dlm keadaan baik dan fast respond dr seller mantap,2
cepat harga oke sesuai pesanan,2
pelayanan seller dan deliver nya sangat cepat dan memuaskan terima kasih atkasemka anteraja dan tokopedia,2
ok banget beli skaligus barang baguss banget,2
mantap langsung dipakai anak untuk belajar,2
murah dan mudah digunakan setidaknya nya bermanfaat dan packing cukup aman tebal bubble wrapnya see you again,2
kecewa dan sangat kecewa pertama belanja sdh salah belanja ke dua berharap ada perubahan tp ttp salah,4
sedikit kecewa pesanan pembayaran nya tp di kirim saja seharusnya owner hrs lebih teliti biarpun saya minta biru tetapi pembayaran nya intem dikirm saja hitamnya dan minta resi saya sdh terlanjur di buang resi kecil ya,4
kualitas kurang,4
sangat kecewa sekali,4
mengecewakan,4
mengecewakan sih pesan lebih dr item dikirim hanya setelah komplain dikembalikan hanya php saja selain itu respon pengiriman lama pesan tgl diterima tgl,4
proses pengiriman sangat mengecewakan,4
produk dikirim tidak sesuai harusnya,4
mengecewakan kemasan luar kertas sobek besar kelihatannya seperti karena basah krn ada bagian ujung kertas yg melengkung padahal pengiriman d pack dgn bubble wrap saya terima krn saya gak sempat bikin video unboxing,4
bungkusan barang robek ada bagian kertas yg sudah kuning menandakan barang sudah lama terbuka sangat mengecewakan,4
kecewa beli di sini order gunting tp tidak di kirim kata ya kalau order untuk ke kali ya bakal dikirim nyala nya zonkkkkkkk,4
ada cacat pada saat sampai di rumah,4
barang rusak sebagian,4
riject bener kecewa langganan bukan cuma beli sekali tapi barang ga di cek saat mau packing,4
paket datang dengan kondisi dusnya sebagian rusak dan kotor kayak bekas jatuh dicek dalemnya lakban nya pun penyok penyok menyedihkan,4
sesuai gambar tapi tidak memuaskan pelayanannya komplain tidak di respon dgn baik,4
sangat kecewa sekali,4
sungguh menyedihkan beli pcs tapi barang pecah pcs sdh komplain garansi minggu nggak beres,4
pecah kondisi mash di plastik bubble wrap,4
ga ada tanggapan mau komplain padahal saya beli bukan minta kecewa,4
butuh cepet di kirim lama di respon pun lama yang jual amanah brather jujur nyesel gw beli di toko ini,4
kecewa keterangannya yard tapi yang datang yard,4
tidak sesuai pesanan,4
bungkusan barang robek ada bagian kertas yg sudah kuning menandakan barang sudah lama terbuka sangat mengecewakan,4
sangat buruk dan kecewa pakingan gak rapih cuma pake bubble warp aja jadi pas paket sampe udah sobek,4
barang amat sangat mengecewakan tidak layak pakai jangankan untuk menahan beban kg untuk menahan beban nya sendiri ajah gk mampu alias gk nempel,4
barang yg saya terima tidak sesuai pesanan barang yg saya order adalah ukuran x tapi yg datang adalah ukuran x dan tidak ada merek kecewa bgt dan tidak mau order lagi,4
order datangnya cuma sedih banget not recomended,4
kecewa yard tipis sialan gua liat komen pada sama bilng tipis rugii,4
lakban tipis bukan yard kecewa,4
kecewa sekali tidak sesuai descripsi ukuran yard boong banget sangat tipis sekali,4
pelayanan mengecewakan,4
respon jelek,4
gampang putus kurang mantep dipake nya,4
ini sih bukan m asli mengecewakan udah beli tp gini,4
tutup retak sehingga saat diterima sudah lepas dari markernya marker jadi kering kecewa banget,4
sori to say review jujur ini bikin kecewa pelanggan sih barang habis tapi tidak dikonfirmasi dulu sblm dikirim min mon maap kan ada teknologi chat di aplikasi ya knp kok ngga konfirmasi dulu di chat saya sudah terlanjur klik pesanan selesai tidak bisa ajukan pengembalian dana pembeli yg lain silakan dicermati kalau mau beli disini ya hati makasih,4
belum tahu dimana keberadaannya setelah dibuka bungkusannya ternyata tidak dikirim bersamaan dengan paket diskon yg lain saya sebaga pembeli juga salah karena langsung menyelesaikan transaksi begitu dapat kabar ada paket dari satpam tanpa memeriksanya mengecewakan sekali pelayanan deli meskipun diskon,4
minta yg pink dikirim yg biru terus dapet yang penyok kecewa banget ih,4
udahhh responnya lama estimasi dateng ya carabungkusnya ga rapih dalemannya ristek pulaaa kecewa sihh ini mah,4
jelek banget lakbannya sangat tipis dan terlalu lengket yg lengket malah sisi yaitu bagian bawah dan atas jadinya sangat mengganggu karna bisa mengakibatkan paket orang lain menempel pada paket kita dan penyok,0
sellernya sombong dan gak sopan,0
kacau beli lebih dari lusin gak di kardusin,0
kurang teliti saya pesan hitam dan merah yg dikirim hitam semua,0
barang datang dalam kondisi rusak parah lcd pecah,0
sudah punya jenis yg sama made in china juga tapi yg ini bahannya lebih jelek,0
seller tdk kooperatif menyebalkan,0
beli bolpen dan refill kok yg dikirim mainan anak bagaimana tanggung jawab toko nih,0
pelayanannya sangat buruk,0
sangat sangat sangat sangat slow respon,0
barangnya tidak ada di kemasan,0
seller busuk packing sembarangan ga niat info produk nipu blgnya m tp kenyataannya m jujur dikit bos kl jualan,0
adminnya kebanyakan bac t lamban bgt kecewa banget dehhh,0
pelayanan sangat buruk no debat,0
pengiriman lama banget dari order tiba di tujuan hari padahal order tempat lain hari sampai,0
packing buruk kertas sampai pada sobek bungkusnya,0
tokonya songgong brg rusak minta dibebanin ke konsumen ngak usah jd penjual kalo bubble dibebankan ke pembeli,0
pesan barang tapi pas promo tapi tidak dikirim malah disuruh refund duit yg dikirim cuma barang hak sale gajelas sale nya nipu bgt itu sale padahal official store,0
pengiriman lama banget parah,0
minta warna putih dikasih hijau seller banyak alasan babibu,0
barang pecah dikirim,0
ini seller ngeyel bgt uda x belanjanya thermal x dgn beratnya gr per roll kali ini dpt roll berat gr diminta retur byk x alasan jelas ini penurunan kualitas atao isi silahkan kalian yg srg belanja cek aja jualan kgk usa bgitunya,0
fix bukan yard ternyata tebalnya hanya mm tipis boss gak sesuai judul,0
tokonya songgong brg rusak minta dibebanin ke konsumen ngak usah jd penjual kalo bubble dibebankan ke pembeli,0
pengiriman lamaaaaaa banget sampai sudah beli ditempat lain baru datang pengiriman lebih bulan kacau,0
beli dikirim cuma komplain no respon gak solutif rugi beli disini kapok,0
toko benalu gk jelas barangnya sampah,0
nipu ini mah bukan yard wkwkwk kaco,0
sellernya aneh jawabnya apa yg dilakuin apa ga singkron ribet,0
barang nya kw lengket sangat lemah beda dengan m ori,0
pesan barang tapi pas promo tapi tidak dikirim malah disuruh refund duit yg dikirim cuma barang hak sale gajelas sale nya nipu bgt itu sale padahal official store,0
barang tidak dikirim deli raja drama di ecom sini atupun oranye jangan lagi beli disini kalo mereka ngadain promo saat complain dan mau kekurangan barang dikirim pun tidak di acc alasan stok kosong jadi dana dikembalikan sesuai harga promo kalo ga niat bikin promo tolong ga usah bikin kalo nama deli jelek kan deli sendiri yang rugi bye ga akan beli deli lagi,0
minta warna putih dikasih hijau seller banyak alasan babibu,0
pengiriman lama barang nya cacat tolong diperbaiki layanan nya,0
salah kirim produk admin lama banget balesnya proses retur gak jelas,0
barang tidak sampai kembalikan uang saya,0
ga dikirim payah,0
barangnya gajelas masa beli dikirim dua,0
pihak toko tidak jelas di minta barang a yg datang barang b dan pihak toko merasa benar ada barang yg ga di kirim pengambalian hari katanua sd skrg juga blm,0
pengiriman lambat polllllll ga pantes jadi official store,0
belanja disini mantap pengiriman cepat dan barangnya rekomended dan packing aman dan rapi bakal belanja lagi disini insyaallah,3
real pict real spek packing rapih dan sangat aman walaupun kertas printer thermal tp dikasih label fragile sellernya recomended sekali mantaaabbbss,3
thanks gan paket udah mendarat dengan selamat pelayanan ok mantab super fast respon top very recomended seller,3
belanja disini mantap pengiriman cepat dan barangnya rekomended dan packing aman dan rapi bakal belanja lagi disini insyaallah,3
merek pena favoritt murah tintanya nyata ga pernah macet selalu smooth klo buat nulis,3
waaah seneng bgt beli peralatan tulis di joyko lengkaaap barangnya bagus semua harga terjangkau sellernya fast respon anak happy top deh pokoknya,3
mantappppppppppppppppppppppppppppppppp,3
barang barang nya bagus dan kurirnya rela mengantarkan walupun gerimis salut sama kurirnya,3
fast respon recommended seller,3
mantap fast response penjual ramah dan solutif next pasti order disini lagi thanks gan,3
barang sampai cepeeet banget terima kasih top bgt,3
kualitas barangnya bagus sesuai dengan harapan customer respon chat jg cepat dan ramah rekomended seller sukses terus lapaknya gan,3
bagus semuaaaaanyaaaaaa,3
repeat order yg entah keberapa selalu puas makasiii banyak gan sukses selaloeee yaaaa,3
pelayanan ramah design maksimal hasil sesuai harapan recommended,3
mungil bntukny tp bnyak fungsi kualitas mantaapppp,3
produk bagus proses sangat cepat penjual ramah dan desain bagus kami akan pesan lagi,3
fast respon barang bagus recommend,3
barang cepat banget diproses dibungkusnya pun sangat rapi mantap bisa buat langganan ini,3
benar benar disarankan untuk pembeli lain membeli tambahan packing tapi selebihnya kertasnya ok tidak cacat sama sekali harganya juga terjangkau best lah,3
mantaaaaaaaaapppppp pelayanan cepat pengirimannya top markotop bintang recommended pagi order malam udah nyampe luar biasa,3
gumush bgt cutternyaa imut warna pinkkknya cutee seneng bangedddd lochh thank you deliii peralatannya lengkap and keren,3
pengirimannya cepet banget aku pesen kemarin hari ini udah sampe barangnya juga aman no damage samsek mantappp,3
pengirimannya lumayan cepat warna cutternya sangattt cantik dan ukurannya mungil jadi bisa dibawa kemana aja mantappp bgt,3
pelayanan ramah gratis design pokoknya rekomendasi banget bikin cap disini,3
ernyata tebel bangat pengiriman cepat packing aman kualitas barang oke kereenn banget thanx,3
seller komunikatif pengerjaan cepat udh repeat order,3
fast response diproses dikirim langsung dikemas dengan baik rapi sangat aman pengiriman sangat cepat harga ekonomis murah pesanan lengkap sesuai kualitas produk sangat baik lentur melekat kuat trusted seller produk penjual sangat direkomendasikan terima kasih,3
terbaik lah pokoknya packing lakban doang rapih banget keren lakbannya juga rekat banget,3
top banget kurir ramah banget udah langganan sicepat top dah terimakasih seller dan kurir gak lupa juga tokopedia terimakasih,3
barangnya original harga murah pengiriman cepat terimakasih tokopedia terimakasih seller dan terimakasih untuk para kurir semoga kita sehat selalu dan dijauhkan dr segala macam virus cepat sembuh indonesiaku love ya,3
tokopedia dabest thankssssssssssssssss,3
pelayanan bagus besok order lagi,3
respon cepet ramah solutif kerjaan cepet banget harga kompetitif kerenn recommended seller,3
produknya bagus n sesuai dgn pesanan sya seller mantul makasih skss selalu,3
rekomendasi bangett toko ini kiriman cepat insya alloh langganan,3
pengiriman cepat produk sangat good daya rekat bagus seller sangat amanah jangan ragu belanja disini,3
bagus barangnya udah berkali kali beli di sini,3
bagus pengiriman cepet banget bakal jadi langganan nih,3
toko langganan karena pengiriman sangat cepat terimakasih,3
barang dipesan tanggal baru dikirim tgl _ mantep ga tuh mantep ga tuh,1
whiteboard melengkung alumunium bengkok skrup hilang mutu rendah sekali jauh dari gambar deskripsi,1
barang tidak sampai tdk ada solusi,1
patah dan barang nekas di buka dari packaging nya,1
barang belum sampai sampai hari ini toko pefia tolong reviwe lagi kerjasama dengan kurir antaraja itu sangat lelet dan gak bertanggung jawab barang belum sampai sdh di konfirmasi diterima pemesan hadeeehhh kurir abal lama super lelet,1
pesanan tidak dikirim tidak ada komunikasi apapun tidak ada solusi pengembalian barang ataupun biaya,1
beli isi ulang sama pulpen yg dikirim cuma isi ulang sama pulpen kalo jualan yang teliti dan jujur dong gan sayangnya saya gak video in saat unboxing jadi kalo komplain gak ada buktinya rugi ribu ya udah lah diiklasin aja smoga dijadikan plajaran untuk jadi pembeli yang pintar,1
order hitam dikirim biru ditanya tidak ada respons sama sekali,1
mengenai barang sdh sesuai respon sangat lambat saya minta dikirim pake sameday jam barang baru diantar dan keterima di hari ke cat transaksi sebelum jam siang packing barang saat pengiriman sangat seadanya tidak rekomendasi deh klw buat yang barang pengen buru buru diterima dipakai,1
butuh cepet di kirim lama di respon pun lama yang jual amanah brather jujur nyesel gw beli di toko ini,1
